id,symbol,plan_id,plan_version,session,read_at_ms,level_price,level_kind,label,rank,seated,cut_reason,score,threshold,grade,score_components,created_at,read_ct
529,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29674.819649378616,VWAP±2σ,VWAP+2σ,1,1,,1.36,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
530,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29687.5,ONH,ONH,2,1,,1.36,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
531,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29664.5,SWG-H,SWG-H·15m,3,1,,1.36,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
532,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29661.25,EQH,EQH·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
533,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29707.5,EQH,EQH·1h,4,1,,1.3439999999999999,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
534,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29708.25,OB,OB(bear)·4h,5,1,,1.4976,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
535,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29646.0,OR-H,OR-H,6,1,,1.1199999999999999,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
536,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29636.641320660714,VWAP,VWAP+1σ,7,1,,1.4400000000000002,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
537,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29623.25,SWG-H,SWG-H·15m,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
538,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29616.25,EQL,EQL·15m,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
539,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29612.25,OR-L,OR-L,8,1,,0.8959999999999999,0.8959999999999999,B,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
540,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29598.75,SWG-H,SWG-H·5m,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
541,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29593.875,IFVG,iFVG(bear)·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
542,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29583.335416666665,POC,POC,9,1,,1.4400000000000002,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
543,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29575.5,EQH,EQH·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
544,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29563.75,SWG-L,SWG-L·15m,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
545,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29560.28466322491,VWAP,VWAP−1σ,10,1,,1.4400000000000002,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
546,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29543.5,EQH,EQH·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
547,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29542.25,DEMAND,Demand·1h,11,1,,1.5100800000000005,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
548,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29534.0,SWG-L,SWG-L·15m,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
549,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29521.75,ONL,ONL,12,1,,1.088,0.8959999999999999,A,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
550,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29845.25,OB,OB(bear)·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
551,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29863.5,OB,OB(bull)·4h,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
552,MNQ,2026-09-07:ASIA,0,ASIA,1788831699442,29875.125,OB,OB(bull)·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.8959999999999999,,{},2026-09-07T20:41:39.734313-05:00,2026-09-07T20:41:39.442000-05:00
553,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29686.75,EQH,EQH·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
554,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29671.420544072203,VWAP,VWAP+1σ,1,1,,1.4400000000000002,0.5599999999999999,A,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
555,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29708.25,OB,OB(bear)·4h,2,1,,1.4976,0.5599999999999999,A,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
556,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29664.5,SWG-H,SWG-H·15m,3,1,,1.36,0.5599999999999999,A,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
557,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29661.25,EQH,EQH·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
558,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29715.75,OB,OB(bull)·1h,4,1,,1.4784000000000002,0.5599999999999999,A,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
559,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29717.5,EQL,EQL·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
560,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29721.25,ONH,ONH,5,1,,1.36,0.5599999999999999,A,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
561,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29722.625,DEMAND,Demand·1h,6,1,,1.5100800000000005,0.5599999999999999,A,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
562,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29724.570139439482,VWAP±2σ,VWAP+2σ,7,1,,1.36,0.5599999999999999,A,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
563,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29646.0,OR-H,OR-H,8,1,,1.1199999999999999,0.5599999999999999,A,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
564,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29623.25,SWG-H,SWG-H·15m,9,1,,1.36,0.5599999999999999,A,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
565,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29612.25,OR-L,OR-L,10,1,,0.5599999999999999,0.5599999999999999,C,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
566,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29583.335416666665,POC,POC,11,1,,1.4400000000000002,0.5599999999999999,A,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
567,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29575.5,EQH,EQH·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
568,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29563.75,SWG-L,SWG-L·15m,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
569,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29543.5,EQH,EQH·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
570,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29534.0,SWG-L,SWG-L·15m,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
571,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29845.25,OB,OB(bear)·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
572,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29848.75,SUPPLY,Supply·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
573,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29521.75,ONL,ONL,12,1,,0.68,0.5599999999999999,C,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
574,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29514.0,EQL,EQL·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
575,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29863.5,OB,OB(bull)·4h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
576,MNQ,2026-09-07:ASIA,1,ASIA,1788835521622,29875.125,OB,OB(bull)·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T21:45:21.789404-05:00,2026-09-07T21:45:21.622000-05:00
577,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29666.0,EQL,EQL·4h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
578,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29662.5,SWG-H,SWG-H·5m,1,1,,1.36,0.5599999999999999,A,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
579,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29675.219334744947,VWAP,VWAP+1σ,2,1,,1.4400000000000002,0.5599999999999999,A,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
580,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29646.0,OR-H,OR-H,3,1,,1.1199999999999999,0.5599999999999999,A,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
581,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29686.75,EQH,EQH·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
582,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29708.25,OB,OB(bear)·4h,4,1,,1.4976,0.5599999999999999,A,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
583,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29621.972714910724,VWAP,VWAP,5,1,,1.4400000000000002,0.5599999999999999,A,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
584,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29717.5,EQL,EQL·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
585,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29612.25,OR-L,OR-L,6,1,,0.5599999999999999,0.5599999999999999,C,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
586,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29721.25,ONH,ONH,7,1,,1.36,0.5599999999999999,A,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
587,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29722.625,DEMAND,Demand·1h,8,1,,1.5100800000000005,0.5599999999999999,A,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
588,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29728.46595457917,VWAP±2σ,VWAP+2σ,9,1,,1.36,0.5599999999999999,A,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
589,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29583.335416666665,POC,POC,10,1,,1.4400000000000002,0.5599999999999999,A,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
590,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29575.5,EQH,EQH·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
591,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29568.7260950765,VWAP,VWAP−1σ,11,1,,1.4400000000000002,0.5599999999999999,A,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
592,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29563.75,SWG-L,SWG-L·15m,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
593,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29543.5,EQH,EQH·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
594,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29534.0,SWG-L,SWG-L·15m,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
595,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29521.75,ONL,ONL,12,1,,0.68,0.5599999999999999,C,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
596,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29515.47947524228,VWAP±2σ,VWAP−2σ,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
597,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29845.25,OB,OB(bear)·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
598,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29848.75,SUPPLY,Supply·1h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
599,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29852.375,DEMAND,Demand·4h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
600,MNQ,2026-09-07:ASIA,2,ASIA,1788836728150,29863.5,OB,OB(bull)·4h,0,0,"max_levels: 12 seated, cap 12",0.0,0.5599999999999999,,{},2026-09-07T22:05:28.271688-05:00,2026-09-07T22:05:28.150000-05:00
