source_revision,file,line,pinned_url
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,2210,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L2210
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,2227,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L2227
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,2311,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L2311
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,2335,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L2335
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,2341,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L2341
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,2447,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L2447
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,2627,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L2627
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,2651,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L2651
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,571,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L571
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,604,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L604
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,895,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L895
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/auto_trader_planner.go,907,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/auto_trader_planner.go#L907
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/entry_gate.go,184,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/entry_gate.go#L184
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/entry_gate.go,223,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/entry_gate.go#L223
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/invalidation_resolver.go,45,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/invalidation_resolver.go#L45
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/ninjatrader/bars_market_bridge.go,19,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/ninjatrader/bars_market_bridge.go#L19
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/ninjatrader/bars_market_bridge.go,27,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/ninjatrader/bars_market_bridge.go#L27
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,trader/ninjatrader/tcp_trader.go,447,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/trader/ninjatrader/tcp_trader.go#L447
5457ac5accd97c3519bf6d16ead147a0db2ab0d0,web/src/components/plan/ScenarioList.tsx,350,https://github.com/johnwick2921-cyber/nofx/blob/5457ac5accd97c3519bf6d16ead147a0db2ab0d0/web/src/components/plan/ScenarioList.tsx#L350
